 ,Area,Min,Max
398,396,0,0
399,358,0,0
400,350,0,0
401,326,0,0
402,358,0,0
403,497,0,0
404,349,0,0
405,169,0,0
406,190,0,0
407,255,0,0
408,327,0,0
409,203,0,0
410,389,0,0
411,323,0,0
412,314,0,0
413,303,0,0
414,203,0,0
415,339,0,0
416,195,0,0
417,452,0,0
418,264,0,0
419,403,0,0
420,403,0,0
421,392,0,0
422,252,0,0
423,360,0,0
424,416,0,0
425,330,0,0
426,349,0,0
427,401,0,0
428,247,0,0
429,370,0,0
430,315,0,0
431,360,0,0
432,261,0,0
433,275,0,0
434,300,0,0
435,304,0,0
436,329,0,0
437,437,0,0
438,314,0,0
439,279,0,0
440,282,0,0
441,307,0,0
442,244,0,0
443,260,0,0
444,273,0,0
445,279,0,0
446,197,0,0
447,241,0,0
448,247,0,0
449,299,0,0
450,342,0,0
451,258,0,0
452,260,0,0
453,439,0,0
454,407,0,0
455,260,0,0
456,288,0,0
457,284,0,0
458,200,0,0
459,288,0,0
460,235,0,0
461,284,0,0
462,348,0,0
463,216,0,0
464,487,0,0
465,265,0,0
466,423,0,0
467,218,0,0
468,268,0,0
469,299,0,0
470,293,0,0
471,363,0,0
472,234,0,0
473,115,0,0
474,413,0,0
475,256,0,0
476,246,0,0
477,360,0,0
478,181,0,0
479,273,0,0
480,284,0,0
481,388,0,0
482,376,0,0
483,260,0,0
484,321,0,0
485,375,0,0
486,250,0,0
487,178,0,0
488,410,0,0
489,282,0,0
490,302,0,0
491,262,0,0
492,307,0,0
493,141,0,0
494,206,0,0
495,442,0,0
496,309,0,0
497,276,0,0
498,414,0,0
499,413,0,0
500,308,0,0
501,453,0,0
502,238,0,0
503,387,0,0
504,343,0,0
505,225,0,0
506,448,0,0
507,407,0,0
508,466,0,0
509,326,0,0
510,364,0,0
511,292,0,0
512,316,0,0
513,224,0,0
514,229,0,0
515,318,0,0
516,261,0,0
517,248,0,0
518,266,0,0
519,265,0,0
520,488,0,0
521,262,0,0
522,394,0,0
523,231,0,0
524,257,0,0
525,440,0,0
526,281,0,0
527,407,0,0
528,286,0,0
529,310,0,0
530,214,0,0
531,266,0,0
532,281,0,0
533,392,0,0
534,309,0,0
535,353,0,0
536,324,0,0
537,270,0,0
538,279,0,0
539,407,0,0
540,242,0,0
541,363,0,0
542,436,0,0
543,372,0,0
544,235,0,0
545,288,0,0
546,46,0,0
547,244,0,0
548,493,0,0
549,472,0,0
550,496,0,0
551,363,0,0
552,238,0,0
553,270,0,0
554,286,0,0
555,242,0,0
556,262,0,0
557,219,0,0
558,208,0,0
559,280,0,0
560,268,0,0
561,299,0,0
562,270,0,0
563,293,0,0
564,257,0,0
565,319,0,0
566,313,0,0
567,313,0,0
568,400,0,0
569,333,0,0
570,407,0,0
571,350,0,0
572,270,0,0
573,283,0,0
574,233,0,0
575,266,0,0
576,268,0,0
577,228,0,0
578,334,0,0
579,296,0,0
580,257,0,0
581,391,0,0
582,350,0,0
583,449,0,0
584,241,0,0
585,351,0,0
586,253,0,0
587,248,0,0
588,202,0,0
589,262,0,0
590,327,0,0
591,396,0,0
592,293,0,0
593,429,0,0
594,305,0,0
595,360,0,0
596,498,0,0
597,341,0,0
598,344,0,0
599,311,0,0
600,498,0,0
601,415,0,0
602,356,0,0
603,371,0,0
604,321,0,0
605,440,0,0
606,278,0,0
607,313,0,0
608,347,0,0
609,373,0,0
610,268,0,0
611,362,0,0
612,421,0,0
613,236,0,0
614,327,0,0
615,331,0,0
616,355,0,0
617,323,0,0
618,297,0,0
619,453,0,0
620,46,0,0
621,447,0,0
622,51,0,0
623,344,0,0
624,283,0,0
625,312,0,0
626,155,0,0
627,308,0,0
628,319,0,0
629,145,0,0
630,68,0,0
631,263,0,0
632,260,0,0
633,175,0,0
634,405,0,0
635,280,0,0
636,253,0,0
637,477,0,0
638,192,0,0
639,286,0,0
640,342,0,0
641,329,0,0
642,286,0,0
643,366,0,0
644,258,0,0
645,351,0,0
646,317,0,0
647,302,0,0
648,276,0,0
649,380,0,0
650,167,0,0
651,289,0,0
652,314,0,0
653,371,0,0
654,367,0,0
655,296,0,0
656,268,0,0
657,487,0,0
658,269,0,0
659,333,0,0
660,321,0,0
661,434,0,0
662,321,0,0
663,282,0,0
664,286,0,0
665,367,0,0
666,466,0,0
667,362,0,0
668,292,0,0
669,329,0,0
670,296,0,0
671,278,0,0
672,222,0,0
673,315,0,0
674,316,0,0
675,235,0,0
676,310,0,0
677,322,0,0
678,299,0,0
679,290,0,0
680,463,0,0
681,314,0,0
682,283,0,0
683,389,0,0
684,323,0,0
685,234,0,0
686,382,0,0
687,280,0,0
688,309,0,0
689,285,0,0
690,376,0,0
691,186,0,0
692,372,0,0
693,400,0,0
694,277,0,0
695,365,0,0
696,421,0,0
697,333,0,0
698,308,0,0
699,316,0,0
700,468,0,0
701,290,0,0
702,339,0,0
703,21,0,0
704,303,0,0
705,246,0,0
706,329,0,0
707,298,0,0
708,302,0,0
709,275,0,0
710,359,0,0
711,385,0,0
712,322,0,0
713,328,0,0
714,189,0,0
715,300,0,0
716,429,0,0
717,482,0,0
718,476,0,0
719,251,0,0
720,381,0,0
721,259,0,0
722,418,0,0
723,290,0,0
724,298,0,0
725,337,0,0
726,267,0,0
727,332,0,0
728,275,0,0
729,207,0,0
730,329,0,0
731,181,0,0
732,311,0,0
733,338,0,0
734,431,0,0
735,382,0,0
736,206,0,0
737,300,0,0
738,305,0,0
739,316,0,0
740,366,0,0
741,298,0,0
742,337,0,0
743,422,0,0
744,255,0,0
745,325,0,0
746,298,0,0
747,439,0,0
748,330,0,0
749,251,0,0
750,285,0,0
751,469,0,0
752,107,0,0
753,210,0,0
754,306,0,0
755,306,0,0
756,355,0,0
757,338,0,0
758,290,0,0
759,116,0,0
760,281,0,0
761,288,0,0
762,271,0,0
763,266,0,0
764,281,0,0
765,256,0,0
766,327,0,0
767,364,0,0
768,330,0,0
769,337,0,0
770,296,0,0
771,263,0,0
772,280,0,0
773,376,0,0
774,334,0,0
775,123,0,0
776,397,0,0
777,292,0,0
778,396,0,0
779,385,0,0
780,480,0,0
781,307,0,0
782,293,0,0
783,428,0,0
784,444,0,0
785,359,0,0
786,290,0,0
787,356,0,0
788,309,0,0
789,296,0,0
790,364,0,0
791,340,0,0
792,481,0,0
793,470,0,0
794,297,0,0
795,278,0,0
796,305,0,0
797,335,0,0
798,319,0,0
799,284,0,0
800,299,0,0
801,281,0,0
802,379,0,0
803,299,0,0
804,278,0,0
805,279,0,0
806,272,0,0
807,318,0,0
808,312,0,0
809,306,0,0
810,413,0,0
811,300,0,0
812,305,0,0
813,359,0,0
814,260,0,0
815,367,0,0
816,354,0,0
817,278,0,0
818,297,0,0
819,316,0,0
820,312,0,0
821,299,0,0
822,337,0,0
823,369,0,0
824,304,0,0
825,296,0,0
826,285,0,0
827,294,0,0
828,284,0,0
829,170,0,0
830,318,0,0
831,325,0,0
832,337,0,0
833,313,0,0
834,345,0,0
835,165,0,0
836,332,0,0
837,315,0,0
838,312,0,0
839,350,0,0
840,405,0,0
841,275,0,0
842,376,0,0
843,335,0,0
844,330,0,0
845,274,0,0
846,312,0,0
847,332,0,0
848,344,0,0
849,321,0,0
850,293,0,0
851,172,0,0
852,377,0,0
853,394,0,0
854,283,0,0
855,321,0,0
856,286,0,0
857,446,0,0
858,357,0,0
859,441,0,0
860,275,0,0
861,359,0,0
862,295,0,0
863,189,0,0
864,434,0,0
865,324,0,0
866,286,0,0
867,297,0,0
868,294,0,0
869,307,0,0
870,308,0,0
871,308,0,0
872,277,0,0
873,225,0,0
874,290,0,0
875,407,0,0
876,314,0,0
877,312,0,0
878,286,0,0
879,274,0,0
880,318,0,0
881,306,0,0
882,359,0,0
883,314,0,0
884,417,0,0
885,341,0,0
886,319,0,0
887,300,0,0
888,302,0,0
889,429,0,0
890,403,0,0
891,287,0,0
892,323,0,0
893,454,0,0
894,398,0,0
895,295,0,0
896,464,0,0
897,43,0,0
898,208,0,0
899,295,0,0
900,262,0,0
901,258,0,0
902,354,0,0
903,346,0,0
904,317,0,0
905,251,0,0
906,343,0,0
907,224,0,0
908,475,0,0
909,307,0,0
910,383,0,0
911,344,0,0
912,225,0,0
913,284,0,0
914,286,0,0
915,318,0,0
916,495,0,0
917,373,0,0
918,431,0,0
919,316,0,0
920,373,0,0
921,436,0,0
922,287,0,0
923,328,0,0
924,128,0,0
925,319,0,0
926,247,0,0
927,439,0,0
928,330,0,0
929,239,0,0
930,291,0,0
931,306,0,0
932,327,0,0
933,241,0,0
934,281,0,0
935,351,0,0
936,177,0,0
937,300,0,0
938,279,0,0
939,216,0,0
940,424,0,0
941,313,0,0
942,307,0,0
943,287,0,0
944,186,0,0
945,293,0,0
946,184,0,0
947,336,0,0
948,279,0,0
949,312,0,0
950,288,0,0
951,202,0,0
952,471,0,0
953,237,0,0
954,393,0,0
955,338,0,0
956,388,0,0
957,280,0,0
958,432,0,0
959,464,0,0
960,367,0,0
961,417,0,0
962,305,0,0
963,383,0,0
964,274,0,0
965,261,0,0
966,244,0,0
967,388,0,0
968,494,0,0
969,200,0,0
970,254,0,0
971,290,0,0
972,277,0,0
973,197,0,0
974,284,0,0
975,423,0,0
976,342,0,0
977,371,0,0
978,260,0,0
979,325,0,0
980,315,0,0
981,294,0,0
982,275,0,0
983,355,0,0
984,336,0,0
985,316,0,0
986,375,0,0
987,365,0,0
988,457,0,0
989,291,0,0
990,418,0,0
991,353,0,0
992,331,0,0
993,283,0,0
994,357,0,0
995,324,0,0
996,286,0,0
997,327,0,0
998,276,0,0
999,289,0,0
1000,307,0,0
1001,287,0,0
1002,287,0,0
1003,70,0,0
1004,289,0,0
1005,305,0,0
1006,280,0,0
1007,282,0,0
1008,252,0,0
1009,262,0,0
1010,292,0,0
1011,280,0,0
1012,346,0,0
1013,269,0,0
1014,276,0,0
1015,187,0,0
1016,418,0,0
1017,277,0,0
1018,45,0,0
1019,331,0,0
1020,387,0,0
1021,447,0,0
1022,375,0,0
1023,415,0,0
1024,299,0,0
1025,300,0,0
1026,235,0,0
1027,332,0,0
1028,496,0,0
1029,376,0,0
1030,320,0,0
1031,295,0,0
1032,287,0,0
1033,275,0,0
1034,366,0,0
1035,307,0,0
1036,310,0,0
1037,426,0,0
1038,307,0,0
1039,277,0,0
1040,362,0,0
1041,293,0,0
1042,267,0,0
1043,374,0,0
1044,309,0,0
1045,308,0,0
1046,303,0,0
1047,258,0,0
1048,269,0,0
1049,217,0,0
1050,122,0,0
1051,317,0,0
1052,400,0,0
1053,319,0,0
1054,303,0,0
1055,413,0,0
1056,263,0,0
1057,295,0,0
1058,293,0,0
1059,243,0,0
1060,310,0,0
1061,309,0,0
1062,369,0,0
1063,313,0,0
1064,322,0,0
1065,224,0,0
1066,286,0,0
1067,274,0,0
1068,378,0,0
1069,332,0,0
1070,292,0,0
1071,301,0,0
1072,275,0,0
1073,266,0,0
1074,254,0,0
1075,309,0,0
1076,423,0,0
1077,229,0,0
1078,265,0,0
1079,428,0,0
1080,287,0,0
1081,447,0,0
1082,375,0,0
1083,172,0,0
1084,290,0,0
1085,305,0,0
1086,488,0,0
1087,486,0,0
1088,314,0,0
1089,302,0,0
1090,282,0,0
1091,314,0,0
1092,238,0,0
1093,272,0,0
1094,221,0,0
1095,302,0,0
1096,490,0,0
1097,446,0,0
1098,354,0,0
1099,405,0,0
1100,400,0,0
1101,325,0,0
1102,286,0,0
1103,278,0,0
1104,312,0,0
1105,454,0,0
1106,281,0,0
1107,273,0,0
1108,288,0,0
1109,486,0,0
1110,293,0,0
1111,419,0,0
1112,318,0,0
1113,252,0,0
1114,272,0,0
1115,263,0,0
1116,254,0,0
1117,302,0,0
1118,163,0,0
1119,338,0,0
1120,453,0,0
1121,335,0,0
1122,299,0,0
1123,395,0,0
1124,348,0,0
1125,132,0,0
1126,494,0,0
1127,280,0,0
1128,332,0,0
1129,422,0,0
1130,326,0,0
1131,325,0,0
1132,200,0,0
1133,248,0,0
1134,276,0,0
1135,339,0,0
1136,140,0,0
1137,332,0,0
1138,111,0,0
1139,262,0,0
1140,190,0,0
1141,363,0,0
1142,285,0,0
1143,412,0,0
1144,393,0,0
1145,300,0,0
1146,424,0,0
1147,177,0,0
1148,426,0,0
1149,281,0,0
1150,294,0,0
1151,306,0,0
1152,332,0,0
1153,388,0,0
1154,291,0,0
1155,233,0,0
1156,299,0,0
1157,417,0,0
1158,447,0,0
1159,440,0,0
1160,301,0,0
1161,415,0,0
1162,449,0,0
1163,339,0,0
1164,371,0,0
1165,295,0,0
1166,443,0,0
1167,332,0,0
1168,288,0,0
1169,301,0,0
1170,470,0,0
1171,296,0,0
1172,263,0,0
1173,183,0,0
1174,307,0,0
1175,300,0,0
1176,289,0,0
1177,304,0,0
1178,326,0,0
1179,393,0,0
1180,55,0,0
1181,313,0,0
1182,203,0,0
1183,307,0,0
1184,377,0,0
1185,371,0,0
1186,288,0,0
1187,124,0,0
1188,303,0,0
1189,237,0,0
1190,86,0,0
1191,368,0,0
1192,273,0,0
1193,299,0,0
1194,304,0,0
1195,286,0,0
1196,432,0,0
1197,274,0,0
1198,490,0,0
1199,438,0,0
1200,498,0,0
1201,281,0,0
1202,305,0,0
1203,296,0,0
1204,311,0,0
1205,422,0,0
1206,300,0,0
1207,170,0,0
1208,221,0,0
1209,329,0,0
1210,92,0,0
1211,474,0,0
1212,378,0,0
1213,431,0,0
1214,187,0,0
1215,325,0,0
1216,398,0,0
1217,332,0,0
1218,155,0,0
1219,364,0,0
1220,496,0,0
1221,298,0,0
1222,320,0,0
1223,273,0,0
1224,455,0,0
1225,314,0,0
1226,295,0,0
1227,304,0,0
1228,240,0,0
1229,318,0,0
1230,435,0,0
1231,351,0,0
1232,283,0,0
1233,351,0,0
1234,258,0,0
1235,333,0,0
1236,312,0,0
1237,328,0,0
1238,219,0,0
1239,340,0,0
1240,358,0,0
1241,387,0,0
1242,199,0,0
1243,313,0,0
1244,379,0,0
1245,390,0,0
1246,303,0,0
1247,436,0,0
1248,437,0,0
1249,381,0,0
1250,305,0,0
1251,267,0,0
1252,331,0,0
1253,334,0,0
1254,159,0,0
1255,422,0,0
1256,333,0,0
1257,315,0,0
1258,434,0,0
1259,209,0,0
1260,274,0,0
1261,312,0,0
1262,331,0,0
1263,295,0,0
1264,355,0,0
1265,62,0,0
1266,291,0,0
1267,252,0,0
1268,437,0,0
1269,372,0,0
1270,384,0,0
1271,344,0,0
1272,305,0,0
1273,233,0,0
1274,321,0,0
1275,280,0,0
1276,323,0,0
1277,328,0,0
1278,302,0,0
1279,272,0,0
1280,222,0,0
1281,376,0,0
1282,329,0,0
1283,424,0,0
1284,311,0,0
1285,309,0,0
1286,494,0,0
1287,334,0,0
1288,336,0,0
1289,335,0,0
1290,327,0,0
1291,237,0,0
1292,242,0,0
1293,338,0,0
1294,472,0,0
1295,306,0,0
1296,306,0,0
1297,244,0,0
1298,372,0,0
1299,333,0,0
1300,376,0,0
1301,308,0,0
1302,425,0,0
1303,469,0,0
1304,202,0,0
1305,279,0,0
1306,328,0,0
1307,381,0,0
1308,464,0,0
1309,419,0,0
1310,335,0,0
1311,298,0,0
1312,330,0,0
1313,207,0,0
1314,346,0,0
1315,27,0,0
1316,340,0,0
1317,469,0,0
1318,256,0,0
1319,314,0,0
1320,454,0,0
1321,317,0,0
1322,44,0,0
1323,326,0,0
1324,56,0,0
1325,326,0,0
1326,317,0,0
1327,326,0,0
1328,346,0,0
1329,447,0,0
1330,388,0,0
1331,339,0,0
1332,312,0,0
1333,289,0,0
1334,362,0,0
1335,315,0,0
1336,410,0,0
1337,387,0,0
1338,278,0,0
1339,292,0,0
1340,458,0,0
1341,299,0,0
1342,192,0,0
1343,296,0,0
1344,282,0,0
1345,370,0,0
1346,310,0,0
1347,308,0,0
1348,332,0,0
1349,337,0,0
1350,325,0,0
1351,306,0,0
1352,360,0,0
1353,344,0,0
1354,259,0,0
1355,289,0,0
1356,291,0,0
1357,451,0,0
1358,320,0,0
1359,469,0,0
1360,323,0,0
1361,335,0,0
1362,330,0,0
1363,293,0,0
1364,342,0,0
1365,207,0,0
1366,486,0,0
1367,285,0,0
1368,280,0,0
1369,296,0,0
1370,305,0,0
1371,440,0,0
1372,349,0,0
1373,296,0,0
1374,316,0,0
1375,359,0,0
1376,366,0,0
1377,499,0,0
1378,324,0,0
1379,235,0,0
1380,32,0,0
1381,409,0,0
1382,27,0,0
1383,324,0,0
1384,152,0,0
1385,494,0,0
1386,278,0,0
1387,389,0,0
1388,292,0,0
1389,45,0,0
1390,380,0,0
1391,363,0,0
1392,308,0,0
1393,275,0,0
1394,491,0,0
1395,326,0,0
1396,496,0,0
1397,446,0,0
1398,342,0,0
1399,42,0,0
1400,335,0,0
1401,312,0,0
1402,285,0,0
1403,307,0,0
1404,307,0,0
1405,385,0,0
1406,360,0,0
1407,315,0,0
1408,483,0,0
1409,331,0,0
1410,311,0,0
1411,300,0,0
1412,301,0,0
1413,374,0,0
1414,348,0,0
1415,346,0,0
1416,353,0,0
1417,471,0,0
1418,328,0,0
1419,320,0,0
1420,332,0,0
1421,301,0,0
1422,339,0,0
1423,443,0,0
1424,450,0,0
1425,322,0,0
1426,477,0,0
1427,330,0,0
1428,396,0,0
1429,398,0,0
1430,323,0,0
1431,378,0,0
1432,348,0,0
1433,303,0,0
1434,316,0,0
1435,449,0,0
1436,312,0,0
1437,346,0,0
1438,278,0,0
1439,311,0,0
1440,415,0,0
1441,302,0,0
1442,208,0,0
1443,339,0,0
1444,215,0,0
1445,315,0,0
1446,279,0,0
1447,490,0,0
1448,466,0,0
1449,317,0,0
1450,468,0,0
1451,363,0,0
1452,324,0,0
1453,294,0,0
1454,329,0,0
1455,285,0,0
1456,477,0,0
1457,363,0,0
1458,289,0,0
1459,320,0,0
1460,310,0,0
1461,321,0,0
1462,447,0,0
1463,316,0,0
1464,350,0,0
1465,315,0,0
1466,356,0,0
1467,398,0,0
1468,388,0,0
1469,358,0,0
1470,198,0,0
1471,189,0,0
1472,296,0,0
1473,140,0,0
1474,292,0,0
1475,250,0,0
1476,352,0,0
1477,307,0,0
1478,340,0,0
1479,321,0,0
1480,298,0,0
1481,334,0,0
1482,464,0,0
1483,319,0,0
1484,413,0,0
1485,144,0,0
1486,304,0,0
1487,307,0,0
1488,328,0,0
1489,389,0,0
1490,253,0,0
1491,234,0,0
1492,298,0,0
1493,299,0,0
1494,218,0,0
1495,455,0,0
1496,318,0,0
1497,377,0,0
1498,466,0,0
1499,325,0,0
1500,335,0,0
1501,303,0,0
1502,307,0,0
1503,293,0,0
1504,323,0,0
1505,324,0,0
1506,361,0,0
1507,357,0,0
1508,342,0,0
1509,207,0,0
1510,294,0,0
1511,211,0,0
1512,339,0,0
1513,240,0,0
1514,333,0,0
1515,441,0,0
1516,386,0,0
1517,326,0,0
1518,357,0,0
1519,318,0,0
1520,342,0,0
1521,342,0,0
1522,451,0,0
1523,311,0,0
1524,343,0,0
1525,347,0,0
1526,338,0,0
1527,315,0,0
1528,322,0,0
1529,419,0,0
1530,342,0,0
1531,295,0,0
1532,452,0,0
1533,334,0,0
1534,391,0,0
1535,67,0,0
1536,343,0,0
1537,296,0,0
1538,381,0,0
1539,337,0,0
1540,336,0,0
1541,184,0,0
1542,475,0,0
1543,331,0,0
1544,103,0,0
1545,297,0,0
1546,299,0,0
1547,350,0,0
1548,499,0,0
1549,356,0,0
1550,341,0,0
1551,381,0,0
1552,366,0,0
1553,334,0,0
1554,475,0,0
1555,332,0,0
1556,264,0,0
1557,308,0,0
1558,240,0,0
1559,129,0,0
1560,330,0,0
1561,341,0,0
1562,368,0,0
1563,322,0,0
1564,351,0,0
1565,438,0,0
1566,431,0,0
1567,347,0,0
1568,330,0,0
1569,457,0,0
1570,327,0,0
1571,303,0,0
1572,292,0,0
1573,329,0,0
1574,369,0,0
1575,277,0,0
1576,320,0,0
1577,324,0,0
1578,354,0,0
1579,356,0,0
1580,491,0,0
1581,463,0,0
1582,454,0,0
1583,335,0,0
1584,379,0,0
1585,291,0,0
1586,310,0,0
1587,331,0,0
1588,475,0,0
1589,381,0,0
1590,248,0,0
1591,346,0,0
1592,447,0,0
1593,260,0,0
1594,323,0,0
1595,295,0,0
1596,417,0,0
1597,187,0,0
1598,476,0,0
1599,355,0,0
1600,315,0,0
1601,398,0,0
1602,360,0,0
1603,459,0,0
1604,347,0,0
1605,170,0,0
1606,444,0,0
1607,341,0,0
1608,360,0,0
1609,278,0,0
1610,325,0,0
1611,384,0,0
1612,426,0,0
1613,423,0,0
1614,476,0,0
1615,274,0,0
1616,315,0,0
1617,333,0,0
1618,364,0,0
1619,294,0,0
1620,301,0,0
1621,313,0,0
1622,318,0,0
1623,346,0,0
1624,296,0,0
1625,164,0,0
1626,333,0,0
1627,314,0,0
1628,396,0,0
1629,477,0,0
1630,282,0,0
1631,403,0,0
1632,348,0,0
1633,268,0,0
1634,217,0,0
1635,215,0,0
1636,491,0,0
1637,320,0,0
1638,458,0,0
1639,220,0,0
1640,459,0,0
1641,477,0,0
1642,412,0,0
1643,418,0,0
1644,314,0,0
1645,204,0,0
1646,485,0,0
1647,348,0,0
1648,86,0,0
1649,252,0,0
1650,373,0,0
1651,441,0,0
1652,189,0,0
1653,344,0,0
1654,477,0,0
1655,380,0,0
1656,340,0,0
1657,228,0,0
1658,369,0,0
1659,299,0,0
1660,470,0,0
1661,342,0,0
1662,372,0,0
